video-title,video-link,video-views,video-date,video-channel
iPhone SE 2020: dessa vez a Apple acertou? [Análise/Review],https://www.youtube.com/watch?v=Mov8OlCwK4E,488 mil visualizações,há 1 ano,Canaltech
NOVO iPhone SE 2020: impressionado ou decepcionado? | Análise / Review Completo!,https://www.youtube.com/watch?v=jc1xyd19kCA,106 mil visualizações,há 1 ano,EscolhaSegura
iPHONE SE (2020) vale a pena? ANÁLISE FINAL!!,https://www.youtube.com/watch?v=RMSxGd9VMoQ,354 mil visualizações,há 10 meses,Matheus Kise
IPHONE SE: MATADOR de INTERMEDIÁRIOS ANDROID boicotado pelo PREÇO BRASIL | Análise / Review,https://www.youtube.com/watch?v=9LhYFm_Hz7A,54 mil visualizações,há 1 ano,TudoCelular
"iPhone SE: o novo aparelho de ""baixo custo"" da Apple [Análise]",https://www.youtube.com/watch?v=1YB8cj2eNWw,"1,6 mi de visualizações",há 5 anos,Canaltech
Apple iPhone SE [Review] - TecMundo,https://www.youtube.com/watch?v=al5r88qwApI,575 mil visualizações,há 5 anos,TecMundo
Esse APPLE não É PARA TODOS ! iPhone SE 2020 ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=n7baDhFb18g,132 mil visualizações,há 1 ano,K Tech
iPhone SE 2020 - Ainda Vale a Pena em 2021?,https://www.youtube.com/watch?v=vlDQJZu-ljQ,95 mil visualizações,há 6 meses,Em Análise
CHEGOU! iPhone SE 2020 tá em mãos! Minhas PRIMEIRAS IMPRESSÕES! Vale a pena?,https://www.youtube.com/watch?v=0LDrhsqMSjM,349 mil visualizações,há 1 ano,EscolhaSegura
"IPHONE SE 2020 | Afinal, VALE A PENA apostar no COMPACTO e PODEROSO da APPLE? Análise / Review",https://www.youtube.com/watch?v=KNV2R8unULk,16 mil visualizações,há 8 meses,brasiliGEEKS
"iPhone SE 2: o ""acessível"" da Apple é bom? [Unboxing/Hands-on]",https://www.youtube.com/watch?v=LVPVOxoBdSQ,514 mil visualizações,há 1 ano,Canaltech
iPhone SE 2020: 5 motivos para COMPRAR e NÃO comprar,https://www.youtube.com/watch?v=V2up_KqN1zw,167 mil visualizações,há 10 meses,Canaltech
iPhone SE - Será que a Bateria tá durando? O iOS é de Fácil Adaptação?,https://www.youtube.com/watch?v=rdfIwrn2ltQ,27 mil visualizações,há 7 meses,Em Análise
Análise: iPhone SE | Review do Tudocelular.com,https://www.youtube.com/watch?v=nB1u7Ivc12w,152 mil visualizações,há 5 anos,TudoCelular
Não compre o iPhone SE 2020 sem ver esse vídeo! Review/Análise!,https://www.youtube.com/watch?v=H5gUOXTh7xA,"7,3 mil visualizações",há 5 meses,Compras Importadas
🟠 iPhone SE (2020) é bom mesmo? Vale a pena em 2021? (Análise),https://www.youtube.com/watch?v=qcueaci55rs,"4,2 mil visualizações",há 3 meses,Clube Dos Gadgets
iPHONE SE 2016!! VALE A PENA COMPRAR NO FINAL DE 2020? ANÁLISE!,https://www.youtube.com/watch?v=m6GOCUpEFsQ,13 mil visualizações,há 8 meses,EDITECH
iPhone SE (2020) vale a pena em 2021? É bom? Análise/Review/Ficha Técnica (iPhone SE 2),https://www.youtube.com/watch?v=ls-Cck2nsPM,331 visualizações,há 4 dias,Canal É Bom?
Comprei o iPhone SE 2020 - Será que veio SEM CARREGADOR e FONE?,https://www.youtube.com/watch?v=5BJStp06l78,28 mil visualizações,há 8 meses,Em Análise
ANÁLISE IPHONE SE 2020 | VALE A PENA?,https://www.youtube.com/watch?v=VoWsOu1X6Jk,"2,4 mil visualizações",há 1 ano,Hugo Medeiros
Galaxy Note 10+ (o melhor Samsung de 2019) [Análise/Review],https://www.youtube.com/watch?v=SxUJmZXlE-o,385 mil visualizações,há 1 ano,Canaltech
GALAXY NOTE 10+ vale a pena? | Análise / Review,https://www.youtube.com/watch?v=npCMuKdtDKI,273 mil visualizações,há 1 ano,EscolhaSegura
GALAXY NOTE 10: TOP de linha COM S PEN que CABE NO BOLSO (literalmente) | ANÁLISE / REVIEW,https://www.youtube.com/watch?v=s7O59W3Zr_k,351 mil visualizações,há 1 ano,TudoCelular
Review: Os Problemas do Galaxy Note 10!,https://www.youtube.com/watch?v=p6ufSWa1GuM,35 mil visualizações,há 1 ano,Fazendo Nerdice
GALAXY NOTE 10: ainda mais poderoso [Hands-On],https://www.youtube.com/watch?v=INTqBVNe0Ic,407 mil visualizações,há 1 ano,Canaltech
GALAXY NOTE 10: Uma nova FASE da SAMSUNG,https://www.youtube.com/watch?v=_139rn5-Phw,178 mil visualizações,há 1 ano,EscolhaSegura
Review Galaxy Note 10+: o melhor smartphone da Samsung vale o preço? – TecMundo,https://www.youtube.com/watch?v=N9rnjyonpng,185 mil visualizações,há 1 ano,TecMundo
GALAXY NOTE 10 VALE A PENA em 2021? Análise FINAL ⚠️,https://www.youtube.com/watch?v=8VM52fqDYtg,"2,2 mil visualizações",há 2 meses,VilaTec
GALAXY NOTE 10+ de 1TB ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=SuQD60SbCHI,101 mil visualizações,há 1 ano,K Tech
Samsung Galaxy Note 10+ | Review Tecnoblog,https://www.youtube.com/watch?v=ZRx4mTDMmzA,158 mil visualizações,há 1 ano,Tecnoblog
GALAXY NOTE 10 e GALAXY NOTE 10 PLUS!,https://www.youtube.com/watch?v=vOVz5rPk2vU,"2,1 mi de visualizações",há 1 ano,Coisa de Nerd
SAMSUNG GALAXY NOTE 10 PLUS (review) A REAL!!,https://www.youtube.com/watch?v=Jl5x6H15zAg,343 mil visualizações,há 1 ano,Dudu Rocha
"GALAXY NOTE 10+ | 1 Ano depois, VALE A PENA?",https://www.youtube.com/watch?v=iVK9U-aiXTE,93 mil visualizações,há 8 meses,brasiliGEEKS
GALAXY NOTE 10 PLUS: MELHOR celular SAMSUNG de 2019... para comprar em 2020 | Análise / Review,https://www.youtube.com/watch?v=bY5RzhrwmFQ,71 mil visualizações,há 1 ano,TudoCelular
Galaxy Note 10 Plus: a melhor compra de 2020? Análise/Review,https://www.youtube.com/watch?v=WuQcQLJbo2o,36 mil visualizações,há 1 ano,Tt Tech
É ASSIM O SAMSUNG GALAXY NOTE 10! SAMSUNG ERROU MESMO?,https://www.youtube.com/watch?v=flYuZ1KBaKM,128 mil visualizações,há 1 ano,Dudu Rocha
GALAXY NOTE 10+ | O SMARTPHONE (QUASE) PERFEITO | ANÁLISE / REVIEW,https://www.youtube.com/watch?v=ID7tJ2CUfHg,25 mil visualizações,há 1 ano,brasiliGEEKS
"GALAXY NOTE 10 LITE, pague MAIS e leve MENOS [Análise/Review]",https://www.youtube.com/watch?v=tR6BBimHbe8,233 mil visualizações,há 1 ano,Canaltech
GALAXY NOTE 10 REVIEW BRASIL,https://www.youtube.com/watch?v=Q3wPQGRO0Ag,"8,4 mil visualizações",há 1 ano,Louco por Smartphones
Samsung Galaxy Note 10 e 10+: primeiras impressões dos smartphones grandões - TecMundo,https://www.youtube.com/watch?v=lRLsmuAYs3Y,127 mil visualizações,há 1 ano,TecMundo
Samsung Galaxy S20 REVIEW: ótimo custo-benefício a longo prazo – TecMundo,https://www.youtube.com/watch?v=vv64fA7bf7Y,239 mil visualizações,há 9 meses,TecMundo
"GALAXY S20: mais ""BARATO"", mas não PIOR | Análise / Review",https://www.youtube.com/watch?v=tO7miBhfw5E,220 mil visualizações,há 1 ano,TudoCelular
SAMSUNG GALAXY S20 [Opinião Sincera],https://www.youtube.com/watch?v=VxD0GpJ4SlI,119 mil visualizações,há 7 meses,Rodrigo Moreira
O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,https://www.youtube.com/watch?v=KOitq-ctZCk,49 mil visualizações,há 1 mês,Be!Tech
Galaxy S20 FE Snapdragon: Valeu a pena ter comprado? Análise FINAL!,https://www.youtube.com/watch?v=A1KyfidKjz8,34 mil visualizações,há 2 semanas,Tt Tech
"Samsung Galaxy S20+, o equilibrado da linha S [Análise/Review]",https://www.youtube.com/watch?v=QA5bnli1-jg,408 mil visualizações,há 1 ano,Canaltech
Galaxy S20 Review: O QUASE PERFEITO DA SAMSUNG!,https://www.youtube.com/watch?v=edn5ggPP6PU,37 mil visualizações,há 10 meses,Tt Tech
4 meses com o Galaxy S20: Sucesso ou decepção? (Review e opinião),https://www.youtube.com/watch?v=AIK3P1jZ4T4,179 mil visualizações,há 11 meses,Rodrigo Vieira - RSSV
SAMSUNG GALAXY S20 - Vale a Pena? Análise / Review,https://www.youtube.com/watch?v=jaDWU57_2Ko,13 mil visualizações,há 1 ano,horatech
Galaxy S20 Plus - Não Fica Devendo Em Nada Perante Ao Ultra! Análise Definitiva,https://www.youtube.com/watch?v=1mV6ADSUQ3c,686 visualizações,há 1 mês,O Cibernético
Samsung Galaxy S20 FE SNAPDRAGON 865 Brasil! Unboxing/Analise Completa 2021!,https://www.youtube.com/watch?v=dZbzIJvus_s,"1,5 mil visualizações",há 1 mês,Nathan Technologies
SAMSUNG GALAXY S20 PLUS vale a pena? | Análise / Review Completo,https://www.youtube.com/watch?v=28ZkdMKJ71Q,261 mil visualizações,há 1 ano,EscolhaSegura
Galaxy S20: TUDO que sabemos sobre o aparelho até agora,https://www.youtube.com/watch?v=TrMDB34L6Oo,111 mil visualizações,há 1 ano,Canaltech
SAMSUNG GALAXY S20 FE COM SNAPDRAGON 865 - MELHOR CUSTO X BENEFÍCIO UNBOXING E PRIMEIRAS IMPRESSÕES,https://www.youtube.com/watch?v=nHZebOiOfAU,"8,4 mil visualizações",há 1 mês,Linuxbrs
Samsung GALAXY S20 FE SNAPDRAGON! O que NINGUEM TE Falou! Fica esperto!,https://www.youtube.com/watch?v=SBxScx1mde8,92 mil visualizações,há 1 mês,Dudu Rocha
INCRÍVEL!! GALAXY S20 e S20 ULTRA! | o que a SAMSUNG não te CONTOU!,https://www.youtube.com/watch?v=Dcc8-L5XGQ4,243 mil visualizações,há 1 ano,EscolhaSegura
GALAXY S20 | VALE A PENA COMPRAR em 2021?,https://www.youtube.com/watch?v=1QgY5kIaIA8,41 mil visualizações,há 2 meses,brasiliGEEKS
GALAXY S20 é bom? | ANALISE Samsung Galaxy S20,https://www.youtube.com/watch?v=6c9Dzw3mY8Y,"8,3 mil visualizações",há 1 ano,Roberto Karlos
Samsung Galaxy S20 FE: um ótimo celular (que não tem nada a ver com o do BTS),https://www.youtube.com/watch?v=aIZsTIurSqU,45 mil visualizações,há 5 meses,TecMundo
Samsung S20 FE SNP 865 - O Melhor Custo-Benefício? Opinião Definitiva!,https://www.youtube.com/watch?v=9qtzYUYFmNw,"1,8 mil visualizações",há 1 semana,Em Análise
"Samsung Galaxy S20 FE, ERROU ou ACERTOU com os fãs da marca? [Análise/Review]",https://www.youtube.com/watch?v=R8NE3_EiiSE,188 mil visualizações,há 5 meses,Canaltech
"GALAXY S20 FE: TOP ""BARATO"" Samsung TEM QUASE TUDO que os fãs procuram | Análise / Review",https://www.youtube.com/watch?v=JLESC_njEyo,142 mil visualizações,há 7 meses,TudoCelular
Samsung Galaxy S20 FE: um ótimo celular (que não tem nada a ver com o do BTS),https://www.youtube.com/watch?v=aIZsTIurSqU,45 mil visualizações,há 5 meses,TecMundo
GALAXY S20 FE é o MELHOR de toda a linha S20! ANÁLISE FINAL!,https://www.youtube.com/watch?v=1n4NgeFHDWA,75 mil visualizações,há 5 meses,Matheus Kise
GALAXY S20 FE | Muito PODER e ESTILO PAGANDO MENOS! Análise / Review,https://www.youtube.com/watch?v=Ca7Wlf7KbsU,21 mil visualizações,há 6 meses,brasiliGEEKS
Galaxy S20 FE Snapdragon: Valeu a pena ter comprado? Análise FINAL!,https://www.youtube.com/watch?v=A1KyfidKjz8,34 mil visualizações,há 2 semanas,Tt Tech
❤️ esse CELULAR SAMSUNG tem tudo pra DAR BOM! // GALAXY S20 FE unboxing,https://www.youtube.com/watch?v=bWuRFN100uw,99 mil visualizações,há 7 meses,EscolhaSegura
"NOVO GALAXY S20 FE: os fãs pediram, a Samsung atendeu",https://www.youtube.com/watch?v=0_dCkDdlSkE,95 mil visualizações,há 6 meses,Canaltech
Samsung Galaxy S20 FE - Review Tecnoblog,https://www.youtube.com/watch?v=EK_3QoxBcaY,26 mil visualizações,há 7 meses,Tecnoblog
"CHEGOU! Galaxy S20 FE, um SAMSUNG LINDO e POTENTE, mas não é PERFEITO! Unboxing e Impressões",https://www.youtube.com/watch?v=AdxPcBQqLck,430 mil visualizações,há 7 meses,Gesiel Taveira
Galaxy S20 FE é bom? Vale a pena? Análise/Review Completa,https://www.youtube.com/watch?v=tateiJX7szc,"4,6 mil visualizações",há 7 meses,Canal É Bom?
Samsung GALAXY S20 FE SNAPDRAGON! O que NINGUEM TE Falou! Fica esperto!,https://www.youtube.com/watch?v=SBxScx1mde8,92 mil visualizações,há 1 mês,Dudu Rocha
GALAXY S20 FE vs S20: qual deles o VERDADEIRO FÃ deve comprar? | Comparativo,https://www.youtube.com/watch?v=HwfcKPqEWHQ,128 mil visualizações,há 7 meses,TudoCelular
CHEGOU! Samsung GALAXY S20 FE com SNAPDRAGON - Unboxing e Impressões,https://www.youtube.com/watch?v=5gonT7B5VnY,230 mil visualizações,há 1 mês,Gesiel Taveira
Samsung S20 FE SNP 865 - O Melhor Custo-Benefício? Opinião Definitiva!,https://www.youtube.com/watch?v=9qtzYUYFmNw,"1,8 mil visualizações",há 1 semana,Em Análise
Galaxy S20 FE! ADOREI o que a SAMSUNG fez AQUI! Que SMARTPHONE acertadinho! UNBOXING!,https://www.youtube.com/watch?v=jhoRCO4eF_M,67 mil visualizações,há 6 meses,Be!Tech
"Review do Galaxy S20 FE: Bom, Bonito e (O MAIS) Barato da Linha S20",https://www.youtube.com/watch?v=Up79MA5GWq4,13 mil visualizações,há 6 meses,Mundo Conectado
Samsung GALAXY S20 FE 5G [ SNAPDRAGON EDITION ] está um SHOW !,https://www.youtube.com/watch?v=z68-Fbg6geo,184 mil visualizações,há 9 meses,K Tech
O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,https://www.youtube.com/watch?v=KOitq-ctZCk,49 mil visualizações,há 1 mês,Be!Tech
Análise/Review | Samsung Galaxy S20 FE - Top de linha BARATO e QUENTE (literalmente),https://www.youtube.com/watch?v=pZUnz0WQJBw,"5,9 mil visualizações",há 3 meses,Paulo Ivankio
"Xiaomi Mi 10T Lite, muito mais do que parece [Análise/Review]",https://www.youtube.com/watch?v=CKDLYTATKv8,103 mil visualizações,há 5 meses,Canaltech
XIAOMI MI 10T LITE vale REALMENTE a pena? // Análise,https://www.youtube.com/watch?v=pruEAio0MRA,38 mil visualizações,há 5 meses,EscolhaSegura
MI 10T LITE: apenas o X3 com 5G ou um POCO MELHOR? | Análise / Review,https://www.youtube.com/watch?v=ECn-81YpeOw,17 mil visualizações,há 4 meses,TudoCelular
"Mi 10T Lite | Se é TÃO BOM, por que NÃO FEZ SUCESSO no Brasil? Análise / Review",https://www.youtube.com/watch?v=QionWD0pX3U,"5,2 mil visualizações",há 4 meses,brasiliGEEKS
XIAOMI Mi 10T Lite 5G - ME APAIXONEI ❤️,https://www.youtube.com/watch?v=tbf7M86iZd4,177 mil visualizações,há 8 meses,K Tech
XIAOMI MI 10 LITE: MELHOR INTERMEDIÁRIO 5G em CUSTO-BENEFÍCIO? | Análise / Review,https://www.youtube.com/watch?v=sHyLBVhOUN8,37 mil visualizações,há 8 meses,TudoCelular
XIAOMI MI 10 LITE // esse é o PRIMEIRO XIAOMI que eu NÃO RECOMENDO!,https://www.youtube.com/watch?v=lkqFKf5j_Fc,234 mil visualizações,há 10 meses,EscolhaSegura
"CHEGOU! Xiaomi Mi 10T Lite, o INTERMEDIÁRIO PREMIUM com 5G! Unboxing e Impressões",https://www.youtube.com/watch?v=s1dvvUUQCGY,106 mil visualizações,há 5 meses,Gesiel Taveira
"CHEGOU! Xiaomi Mi 10 Lite 5G, realmente INCRÍVEL? Unboxing e Impressões",https://www.youtube.com/watch?v=AIPNojToH_M,142 mil visualizações,há 10 meses,Gesiel Taveira
A DECISÃO DE COMPRAR É VOSSA | ANÁLISE XIAOMI MI 10T LITE,https://www.youtube.com/watch?v=aepbyx9se-o,"2,4 mil visualizações",há 7 meses,Hugo Medeiros
Mi 10 T lite 5G | Análise ao DESEMPENHO 🔥🧯,https://www.youtube.com/watch?v=m-3VxOd6Los,157 visualizações,há 3 meses,SiER
Mi 10T Lite | uma EXCELENTE OPÇÃO da XIAOMI! unboxing e comentários,https://www.youtube.com/watch?v=4v4jD1ueqGg,"5,5 mil visualizações",há 5 meses,Matheus Kise
O MONSTRINHO DA XIAOMI! Mi 10T Lite DEPOIS DELE SÓ TOP DE LINHA! #Unboxing,https://www.youtube.com/watch?v=G6A7SUo8oTc,42 mil visualizações,há 6 meses,TukEmperial
"O MATADOR DE GALAXY INTERMEDIÁRIO: Xiaomi Mi 10T LITE 5G! o mesmo custo, SUPER PROCESSADOR e CÂMERA!",https://www.youtube.com/watch?v=V7mm-6a-exs,43 mil visualizações,há 5 meses,Jersu
"Mi 10 Lite 5G: ""lite"" é apenas força de expressão [UNBOXING/HANDS-ON]",https://www.youtube.com/watch?v=vRuOOM8S3co,69 mil visualizações,há 10 meses,Canaltech
"Xiaomi Mi 10T e 10T Pro, valem a pena ou não? [Análise/Review]",https://www.youtube.com/watch?v=mp_aDo-uH6I,127 mil visualizações,há 5 meses,Canaltech
Xiaomi Mi 10T Lite 5G | Vale a Pena em 2021?,https://www.youtube.com/watch?v=KsAtzIezTDE,"3,4 mil visualizações",há 5 meses,Carlos Correia
MELHOR e MAIS BARATO intermediário PREMIUM ! XIAOMI MI 10 LITE 5G ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=jZczt1PbTQ4,115 mil visualizações,há 10 meses,K Tech
"Xiaomi Mi 10T Lite vs 10T vs 10T Pro, qual a diferença? [Comparativo]",https://www.youtube.com/watch?v=jEEFK_yX_D4,46 mil visualizações,há 5 meses,Canaltech
ESTAVA ENGANADO ... POCO X3 NFC ou XIAOMI MI 10T LITE 5G ?? COMPARATIVO EM PORTUGUÊS,https://www.youtube.com/watch?v=njP8-N1NE6I,51 mil visualizações,há 7 meses,Toni Vicente
"Motorola Edge+, o MELHOR SMARTPHONE de 2020 até agora [Análise/Review]",https://www.youtube.com/watch?v=RtUdGZlZeVA,262 mil visualizações,há 11 meses,Canaltech
MOTO EDGE e EDGE PLUS - o que ESTOU ACHANDO // finalmente um TOPO DE LINHA da MOTOROLA!,https://www.youtube.com/watch?v=H0hSd0XEx64,300 mil visualizações,há 1 ano,EscolhaSegura
MOTOROLA EDGE PLUS ! O MELHOR SMARTPHONE que a MOTO já FEZ! Um TOPO de LINHA de RESPEITO! REVIEW,https://www.youtube.com/watch?v=IRtfeKLBPME,37 mil visualizações,há 10 meses,Be!Tech
Review Motorola Edge+: o retorno triunfal da Moto aos celulares de ponta – TecMundo,https://www.youtube.com/watch?v=MKzuhGG8Evs,36 mil visualizações,há 11 meses,TecMundo
Motorola Edge+ e Edge: os melhores da Moto em 2020 no Brasil! - Primeiras impressões Hands-on,https://www.youtube.com/watch?v=G0RkweTZo3Q,64 mil visualizações,há 1 ano,TecMundo
"Motorola EDGE+ | Extremamente PODEROSO, mas CARO DEMAIS! Análise/ Review",https://www.youtube.com/watch?v=Nj8Kp07Kcpo,"8,1 mil visualizações",há 11 meses,brasiliGEEKS
MOTOROLA EDGE PLUS mostra que CUSTA CARO voltar ao TOPO | Análise / Review,https://www.youtube.com/watch?v=wHLWf5xzwWQ,79 mil visualizações,há 11 meses,TudoCelular
MELHORES Motorola de 2020: Edge e Edge+,https://www.youtube.com/watch?v=pFmhq7PfTZs,364 mil visualizações,há 1 ano,Canaltech
MOTOROLA EDGE: PRIMEIRO CELULAR INTERMEDIÁRIO 5G do Brasil vale a pena? | Análise / Review,https://www.youtube.com/watch?v=nt6JoeMjwIA,55 mil visualizações,há 10 meses,TudoCelular
"CHEGOU! Motorola EDGE+ é INCRÍVEL, LINDO e PODEROSO! Só uma coisa desanima nele ;(",https://www.youtube.com/watch?v=3jmzPUMcvkU,677 mil visualizações,há 11 meses,Gesiel Taveira
Review Motorola Edge+: Vale a pena comprar o topo de linha?,https://www.youtube.com/watch?v=eTWrpsEYwPs,17 mil visualizações,há 11 meses,Oficina da Net
Tudo sobre o Motorola Edge | Análise Completa,https://www.youtube.com/watch?v=il3rm5Az-UI,"8,8 mil visualizações",há 9 meses,Zoom
Motorola Edge+ | Review Tecnoblog,https://www.youtube.com/watch?v=H9Ybue5yjyw,23 mil visualizações,há 11 meses,Tecnoblog
MOTOROLA EDGE+! O MELHOR MOTOROLA JA FEITO! Mas tem um ERRO GRAVE! Unboxing,https://www.youtube.com/watch?v=uwlW-aTc5j4,117 mil visualizações,há 1 ano,Dudu Rocha
Motorola Edge Plus Full Review in Bangla | ১০৮ মেগা পিক্সেল | 6K ভিডিও | Moto গেম টাইম,https://www.youtube.com/watch?v=Q9ETC9cGaXw,"1,9 mil visualizações",há 2 meses,Jobayer Alam
Motorola Edge Plus Ainda Vale a Pena em 2021? | Análise e Opinião Sincera,https://www.youtube.com/watch?v=zOZKdc8ktoU,"3,3 mil visualizações",há 3 meses,CANAL CARIOCAS INFO
"Motorola Edge, vale a pena?",https://www.youtube.com/watch?v=gzs9_Qga9Ps,45 mil visualizações,há 7 meses,Tech ALL
MOTOROLA EDGE + ANDROID 11!! REVIEW: MELHOROU OU PIOROU?,https://www.youtube.com/watch?v=Yivru5WEyiE,"2,4 mil visualizações",há 2 meses,Mr. iTech
Motorola Edge+: 5 motivos para COMPRAR e NÃO comprar,https://www.youtube.com/watch?v=03OQm-ygWNg,82 mil visualizações,há 9 meses,Canaltech
"Motorola EDGE+ | 8 Meses Depois, ESTÁ PERFEITO por ESSE PREÇO!",https://www.youtube.com/watch?v=1CrcSPmuGkU,15 mil visualizações,há 3 meses,brasiliGEEKS
"IPhone 12: cara de iPhone 4, 5G e meio ambiente [Análise]",https://www.youtube.com/watch?v=pAlMOtJUH5I,333 mil visualizações,há 8 meses,Canaltech
IPHONE 12 oferece 5G do FUTURO com BATERIA do PASSADO | Análise / Review,https://www.youtube.com/watch?v=FN6mJINdJ7o,43 mil visualizações,há 7 meses,TudoCelular
iPhone 12 em mãos!! Qual minha OPINIÃO SINCERA?? // Unboxing e Impressões!,https://www.youtube.com/watch?v=ZE3529_PFfs,98 mil visualizações,há 7 meses,EscolhaSegura
iPhone 12 - a APPLE fez um ótimo trabalho nesse SMARTPHONE! Mas VALE A PENA? Alguns Dias de Uso,https://www.youtube.com/watch?v=_latHaWdBS0,181 mil visualizações,há 5 meses,Gesiel Taveira
iPhone 12 - Review Tecnoblog,https://www.youtube.com/watch?v=vjEdTiTqerQ,65 mil visualizações,há 7 meses,Tecnoblog
"IPhone 12 Pro, ACERTO ou ERRO da Apple? [Análise/Review]",https://www.youtube.com/watch?v=zSioYBDGtpU,161 mil visualizações,há 8 meses,Canaltech
"Apple iPhone 12: menor, mais bonito, mais caro e sem carregador! – Hands-on e primeiras impressões",https://www.youtube.com/watch?v=D_xNvqYEcQg,41 mil visualizações,há 7 meses,TecMundo
"iPhone 12, O Melhor que já usei! [Análise/Review]",https://www.youtube.com/watch?v=w5-JH1nzlFY,"4,6 mil visualizações",há 5 meses,nezetech
iPHONE 12 tá na mão! UNBOXING e COMENTÁRIOS! Vem conferir!!,https://www.youtube.com/watch?v=cN0ggIwgRRo,139 mil visualizações,há 8 meses,Matheus Kise
"iPhone 12 Pro Max, o MELHOR de 2020? [Análise/Review]",https://www.youtube.com/watch?v=khyeh8MwMNo,256 mil visualizações,há 7 meses,Canaltech
iPhone 12! Analise! O melhor custo benefício da linha 12.,https://www.youtube.com/watch?v=_JLJ1UzVbmo,"2,6 mil visualizações",há 6 meses,EDITECH
IPHONE 12: APPLE abraça o FUTURO sem esquecer do PASSADO | Hands-on,https://www.youtube.com/watch?v=nCn0IycTD3g,31 mil visualizações,há 8 meses,TudoCelular
IPHONE 12 PRO: vale LiDAR com os PROS e CONTRAS? | Análise / Review,https://www.youtube.com/watch?v=2KH9bJGzOEY,32 mil visualizações,há 6 meses,TudoCelular
IPHONE 12 PRO MAX: MELHOR CELULAR de 2020 não evoluiu no design | Análise / Review,https://www.youtube.com/watch?v=ojC2n9hbPzk,46 mil visualizações,há 6 meses,TudoCelular
IPHONE 12: HANDS ON!,https://www.youtube.com/watch?v=kEn-f2BN-Vw,181 mil visualizações,há 8 meses,Loop Infinito
"TUDO sobre os iPhone 12, Mini, Pro e Pro Max | O QUE MUDOU?",https://www.youtube.com/watch?v=q0h8ynH-9FM,793 mil visualizações,há 8 meses,Canaltech
"iPhone 12 PRO MAX, É REALMENTE BOM? Análise de câmeras",https://www.youtube.com/watch?v=PXJhcq_j-K8,12 mil visualizações,há 3 meses,Casal REC
iPhone 12 PRO MAX // 💸 TEM DE SER LOUCO pra gastar R$10.999?? CHOCADO!,https://www.youtube.com/watch?v=6GxDe6Pgoy4,95 mil visualizações,há 6 meses,EscolhaSegura
"IPHONE 12 MINI: MELHOR CELULAR TOP de linha que ""CABE no BOLSO"" | Análise / Review",https://www.youtube.com/watch?v=kaR26yDqjM0,66 mil visualizações,há 6 meses,TudoCelular
iPHONE 12 MINI simplesmente é o meu FAVORITO da APPLE! ANÁLISE FINAL!!!,https://www.youtube.com/watch?v=FzczBKKSRzg,61 mil visualizações,há 5 meses,Matheus Kise
RoG Phone 3 REVIEW: o celular gamer OVERKILL da ASUS no Brasil,https://www.youtube.com/watch?v=VsNiKufvV7o,40 mil visualizações,há 8 meses,TecMundo
ASUS ROG PHONE 3 ainda é o MELHOR CELULAR GAMER no Brasil | Análise / Review,https://www.youtube.com/watch?v=eAUL3_ufgh8,18 mil visualizações,há 3 meses,TudoCelular
ASUS ROG PHONE 3: MELHOR CELULAR para JOGOS ganha um SUCESSOR | Hands-on,https://www.youtube.com/watch?v=pWDtQqeL688,52 mil visualizações,há 11 meses,TudoCelular
ROG PHONE 3! JOGANDO com o SMARTPHONE MAIS POTENTE do MUNDO! É de CAIR o QUEIXO! TELA de 144hz!,https://www.youtube.com/watch?v=T_HXPm8RwwI,173 mil visualizações,há 11 meses,Be!Tech
TODA A VERDADE do Asus ROG Phone 3🔥MEGA Unboxing Análise Review,https://www.youtube.com/watch?v=XiEyfA36FxU,11 mil visualizações,há 10 meses,Tiago Ramos
Asus Rog Phone 3 Análise Completa 😱,https://www.youtube.com/watch?v=JMpBhXtwHXk,493 visualizações,há 11 meses,Tech Sousa
Asus ROG phone 3 análise completa como nunca vista.,https://www.youtube.com/watch?v=1-nMj2IWq4E,427 visualizações,há 10 meses,BLF TECH
ROG Phone: o smartphone gamer da ASUS [Análise / Review],https://www.youtube.com/watch?v=AqpQjThAYtU,85 mil visualizações,há 2 anos,Canaltech
ROG PHONE 3: UNBOXING DO SMARTPHONE MAIS PODEROSO DE 2020!,https://www.youtube.com/watch?v=TdALKXTVZRU,941 mil visualizações,há 11 meses,Loop Infinito
"Review ROG PHONE 3, ponto de vista de um jogador",https://www.youtube.com/watch?v=KiVfFHFudTM,7 mil visualizações,há 5 meses,Isaias Aquino
Os MONSTROS da ASUS! ROG PHONE 3 vs ROG PHONE 2! VALE a PENA o UPGRADE!?,https://www.youtube.com/watch?v=FhAO37t4dNk,46 mil visualizações,há 8 meses,Be!Tech
ROG Phone 3: conheça o celular mais rápido do mundo!,https://www.youtube.com/watch?v=zBVZFp7ZsRU,"7,3 mil visualizações",há 8 meses,ASUS Fanáticos
